Job Title,Company,Company Rating,Job Snippet,Location,Salary
"Research Engineer, Computational Biomechanics","Alphatec Spine, Inc.",3.3,"
Experience with other tools relevant to patient-specific modeling (e.g., machine learning, statistical shape modeling) is desired.
","Carlsbad, CA 92008",Full-time
Data Science Engineer,MIT,4.2,"
Responsibilities include helping researchers develop large-scale neural network models of perception and cognition; translating computational algorithms into…
","Cambridge, MA 02139 (MIT area)",Temporary +1
"Research Software Engineer, Chung Lab",MIT,4.2,"
PREFERRED: experience with GPU programming, machine learning frameworks (PyTorch preferred), and IT automation tools (e.g., Ansible, Puppet, Juju, and MAAS);…
","Cambridge, MA 02139 (MIT area)",Full-time
"Machine Learning Engineer (Remote, Latam)",Kubikware,N/A,"
3+ experience in training and implementing machine learning models.
Strong agile/scrum development experience.
","Remote in Aventura, FL",Full-time
Research Scientist in Multimodal Machine Learning,TikTok,3.5,"
Enthusiasm for pushing the state-of-the-art in deep learning and multimodal machine learning.
Experience in multimodal machine learning across speech & audio,…
","Mountain View, CA 94041 (Old Mountain View area)+1 location",N/A
newEarly Career Software Development Engineer,"Sonos, Inc",3.9,"
They build the Sonos sound platform and partner integrations that create the magic of our customer experience with their Sonos system.
","Remote in Seattle, WA",Full-time
Data Engineer (Remote),Aimpoint Digital,N/A,"
Supporting data scientists and deploying machine learning models into production.
_Note: You will not be developing machine learning models_ or algorithms.
","Remote in Boston, MA+7 locations",Full-time
newMACHINE LEARNING ENGINEER (PLATFORM),DraftKings,4.1,"
Deep understanding of quantitative methods, notably writing code to navigate machine learning and data analysis.
","Remote in Boston, MA",Full-time
Cyberspace Engineer - Artificial Intelligence - Machine Lear...,SAIC,4.0,"
The candidate will possess knowledge in Applied Mathematics, to include: statistical analysis, and the methods of AI/ML temporal and pattern analysis,…
",Remote in Virginia,"$125,001 - $150,000 a year"
Data Science Engineer,FlexIT Inc,N/A,"
We are looking for strong experience in Python, AWS, Machine Learning/Data Science, CI/CD integration and the ability work with cross functional team.
","Beaverton, OR 97005 (Central Beaverton area)",Full-time
newSenior Machine Learning Engineer (Remote),Drizly,3.6,"
You have a solid foundation in software engineering, sound design principles, good code habits, and experience developing and deploying machine learning models…
","Remote in Boston, MA","$162,200 a year"
newSoftware Developer / Machine Learning Specialist,HP,4.0,"
Designing and developing machine learning and deep learning systems.
Running machine learning tests and experiments.
Train and retrain systems when necessary.
","Spring, TX 77389+2 locations",Full-time
"Software Engineer – Machine Learning, San Diego",Netradyne,N/A,"
Research or industry experience with machine learning models.
Improve machine learning infrastructure for scalable training and inference.
","San Diego, CA 92122 (University City area)+1 location",N/A
newQA Engineer,Dow Jones,3.9,"
The QA Engineer will partner with product and engineering teams to understand requirements and work closely with QA testers to execute test plans.
","New York, NY 10176 (Murray Hill area)+1 location",N/A
Data Scientist - Machine Learning,99,3.5,"
2+ years of industry experience in machine learning, data mining and/or decision science.
Familiarity with metrics, business models and machine learning…
","Mountain View, CA+2 locations",N/A
"Senior Software Engineer, Machine Learning on Mobile",TikTok,3.5,"
4+ years of strong industry experience in machine learning is a plus;
Develop and deploy production-quality machine learning frameworks for mobile devices;
","Mountain View, CA 94041 (Old Mountain View area)+6 locations",N/A
"Customer Engineering, Machine Learning Engineer",Cresta,4.2,"
Proficiency in ML; ability to train, evaluate, debug and improve machine learning models.
You’ll train, evaluate, improve and deploy machine learning models for…
",+1 locationRemote,Full-time
Machine Learning Engineer,HRL Laboratories LLC,3.3,"
Knowledge of machine learning, and experience with automated software development operations are desired.
Primary job function is research software development…
","Calabasas, CA 91301",Full-time
Machine Learning Engineer,Cloudwick,3.5,"
Evaluate different algorithmic approaches to solve various machine learning and prediction use cases.
Develop highly scalable classifiers and tools leveraging…
","Newark, CA 94560",N/A
"Lead Research Scientist - Computer Vision, AI, Machine Learn...",BlueHalo,4.3,"
Experience with machine learning or deep learning models.
Familiarity with computer vision and machine learning framework, such as PyTorch, TensorFlow, and…
","Hybrid remote in Rockville, MD+3 locations",Full-time
Machine Learning Engineer,Involve.ai,4.1,"
Strong fundamentals in ML algorithms (e.g., neural networks, tree-based methods, unsupervised learning, etc), programming, and statistics.
",Remote,Full-time
Staff Machine Learning Scientist (Remote),Ada Inc.,N/A,"
Become an owner of Ada’s machine learning architecture and lead the improvement and maintenance of our ML technologies.
Highly skilled in Python and Pytorch.
","Remote in Seattle, WA+3 locations",Full-time
Machine Learning Engineer,Latent AI,N/A,"
Latent AI takes the hard work out of embedding complex AI models into hardware so developers can speed the time to market.
","Princeton, NJ+2 locations",N/A
JD Tech - Machine Learning Research Scientist/Engineer,JD.com,4.2,"
JD Tech AI Lab at Silicon Valley, is looking for research scientists and engineers with a strong background in machine learning, deep learning, and big data.
","Mountain View, CA 94043+1 location",N/A
Data Engineer,Microsoft,4.2,"
We are looking for a talented engineer who is passionate about building big data platforms and intelligence solutions that are impactful in real world products…
","Redmond, WA 98052 (Overlake area)+3 locations",Full-time
Research Scientist in Multimodal Machine Learning,TikTok,3.5,"
Enthusiasm for pushing the state-of-the-art in deep learning and multimodal machine learning.
Experience in multimodal machine learning across speech & audio,…
","Mountain View, CA 94041 (Old Mountain View area)+1 location",N/A
Machine Learning Engineer,DARcorporation,N/A,"
Design, Analysis and Research Corporation (DARcorporation) has an opening for a full-time (40-hr week) machine learning engineer position in our Lawrence,…
","Lawrence, KS 66049 (Quail Run area)",Full-time
newMachine Learning Engineer- Full Time 2022,Wayfair,3.0,"
High level understanding of machine learning (such as supervised/unsupervised learning, recommendation systems, reinforcement learning, deep learning, etc.).
","Boston, MA+13 locations",Full-time
newMachine Learning Engineer,Cerebre,N/A,"
We are looking for a full-cycle machine learning engineer who will support Cerebre's current models and the creation of future, innovative products.
",Remote,Full-time
Software Engineer - Data,Obsidian Security,N/A,"
You are a strong, analytically inclined engineer who loves solving complex problems using data.
The leadership team includes innovators from AWS, Carbon Black,…
","Redwood City, CA 94063",Full-time
Machine Learning Research Engineer,Netradyne,N/A,"
Research or industry experience with machine learning models.
Improve machine learning infrastructure for scalable training and inference.
","San Diego, CA 92122 (University City area)+1 location",N/A
"Search Engineer - Machine Learning, Search Ranking and Recom...",Getty Images,3.9,"
Constant operation of computer and frequent usage of other office machinery, including (but not limited to) calculator, copy machine, computer printer, etc.
",Remote,Full-time
Machine Learning Evangelist (Computer Vision),iMerit,3.3,"
IMerit provides high quality training data for deep learning, including exacting applications in computer vision.
",+1 locationRemote,N/A
Solutions Engineer,Parallel Domain,N/A,"
Experience in machine-learning, AI, and/ or simulation products - especially related to autonomous systems, computer vision, and machine perception.
","Remote in San Francisco Bay Area, CA",Full-time
Data Science Engineer,MIT,4.2,"
Responsibilities include helping researchers develop large-scale neural network models of perception and cognition; translating computational algorithms into…
","Cambridge, MA 02139 (MIT area)",Temporary +1
